Year,Rank,Distributor,Movies,1995 Gross,Tickets,Share
2009,96,Thunderstruck Films,1,"$61,941","8,258",0.00
2009,97,Pallisades Tartan,1,"$60,200","8,026",0.00
2009,98,Cinedigm,1,"$55,000","7,333",0.00
2009,99,Audience Alliance,1,"$50,076","6,676",0.00
2009,100,GR Films,1,"$47,552","6,340",0.00
2009,101,Wave Releasing,1,"$47,071","6,276",0.00
2009,102,Koch Lorber Films,1,"$45,835","6,111",0.00
2009,103,Bev Pictures,1,"$44,802","5,973",0.00
2009,104,City Lights Pictures,1,"$38,557","5,140",0.00
2009,105,SPEAKproductions,1,"$36,592","4,878",0.00
2009,106,7-57 Releasing,1,"$35,817","4,775",0.00
2009,107,Mypheduh Film,1,"$30,071","4,009",0.00
2009,108,Trela,1,"$27,052","3,606",0.00
2009,109,Palisades,1,"$21,438","2,858",0.00
2009,110,Magnet Pictures,1,"$21,152","2,820",0.00
2009,111,New Yorker,1,"$19,471","2,596",0.00
2009,112,Embrem Entertainment,1,"$18,480","2,464",0.00
2009,113,American World Pictures,1,"$18,215","2,428",0.00
2009,114,Wolfe Twenty,1,"$17,625","2,350",0.00
2009,115,Alliance Films,1,"$17,172","2,289",0.00
2009,116,New World,1,"$15,903","2,120",0.00
2009,117,NeoClassics Films,1,"$15,000","2,000",0.00
2009,118,Nocturnal Features,3,"$12,372","1,648",0.00
2009,119,Aliquot Films,1,"$11,799","1,573",0.00
2009,120,MSK Productions,1,"$11,581","1,544",0.00
2009,121,Cinema Epoch,3,"$11,500","1,531",0.00
2009,122,Riverrain,1,"$10,019","1,335",0.00
2009,123,Icarus Films,1,"$9,939","1,325",0.00
2009,124,Mangusta Productions,1,"$9,890","1,318",0.00
2009,125,Atlas Media Group,1,"$9,166","1,222",0.00
2009,126,The Talking Pictures Company,1,"$8,030","1,070",0.00
2009,127,Kanbar Entertainment,1,"$6,793",905,0.00
2009,128,Artistic License,1,"$6,000",800,0.00
2009,129,Sumbadhat Productions,1,"$5,995",799,0.00
2009,130,Fair Trade Pictures,1,"$4,183",557,0.00
2009,131,Cavalier Films,1,"$3,516",468,0.00
2009,132,ArtMattan Productions,1,"$3,149",419,0.00
2009,133,Reliance Big Pictures,1,"$1,954",260,0.00
2009,134,Capitol Films,1,"$1,260",168,0.00
2009,135,Cinevolve Studios,2,$894,118,0.00
2009,136,New Love Films,1,$632,84,0.00
2010,1,Warner Bros.,35,"$1,883,594,258","238,731,847",17.97
2010,2,Paramount Pictures,18,"$1,727,156,249","218,904,465",16.48
2010,3,Walt Disney,17,"$1,465,778,171","185,776,694",13.98
2010,4,20th Century Fox,19,"$1,391,779,577","176,397,918",13.28
2010,5,Sony Pictures,24,"$1,284,700,925","162,826,478",12.26
2010,6,Universal,18,"$885,837,281","112,273,422",8.45
2010,7,Summit Entertainment,11,"$519,928,031","65,897,088",4.96
2010,8,Lionsgate,16,"$513,854,686","65,127,329",4.90
2010,9,Fox Searchlight,10,"$159,610,478","20,229,464",1.52
2010,10,Overture Films,7,"$81,612,865","10,343,835",0.78
2010,11,Focus Features,8,"$74,830,313","9,484,192",0.71
2010,12,CBS Films,3,"$72,829,618","9,230,622",0.69
2010,13,Sony Pictures Classics,26,"$67,356,802","8,536,968",0.64
2010,14,MGM,2,"$50,280,537","6,372,691",0.48
2010,15,Weinstein Co.,8,"$40,757,597","5,165,724",0.39
2010,16,Weinstein/Dimension,2,"$40,288,743","5,106,303",0.38
2010,17,Miramax,2,"$27,990,098","3,547,540",0.27
2010,18,Music Box Films,9,"$25,920,889","3,285,281",0.25
2010,19,Paramount Vantage,3,"$20,433,287","2,589,770",0.19
2010,20,Apparition,4,"$12,840,057","1,627,382",0.12
2010,21,Samuel Goldwyn Films,8,"$12,315,747","1,560,927",0.12
2010,22,Anchor Bay Entertainment,8,"$11,656,439","1,477,365",0.11
2010,23,IFC Films,36,"$10,232,134","1,296,831",0.10
2010,24,Roadside Attractions,15,"$10,048,748","1,273,598",0.10
2010,25,National Geographic Entertainment,5,"$9,070,056","1,149,561",0.09
2010,26,Magnolia Pictures,23,"$8,692,474","1,101,696",0.08
2010,27,Eros Entertainment,8,"$6,100,130","773,144",0.06
2010,28,UTV Communications,8,"$5,988,725","759,023",0.06
2010,29,Relativity,1,"$5,569,301","705,868",0.05
2010,30,IMAX Films,3,"$4,549,480","576,612",0.04
2010,31,Big Pictures,3,"$4,170,766","528,612",0.04
2010,32,Freestyle Releasing,10,"$4,046,041","512,800",0.04
2010,33,Producers Distribution Agency,1,"$3,291,250","417,141",0.03
2010,34,Vivendi Entertainment,1,"$2,848,587","361,037",0.03
2010,35,B4U Movies,1,"$2,276,427","288,520",0.02
2010,36,Oscilloscope Pictures,9,"$1,901,193","240,958",0.02
2010,37,Viva Entertainment,8,"$1,639,053","207,732",0.02
2010,38,Zeitgeist,7,"$1,546,972","196,063",0.01
2010,39,Screen Media Films,3,"$1,364,440","172,932",0.01
2010,40,First Run Features,17,"$1,124,589","142,525",0.01
2010,41,Slowhand Cinema,1,"$1,089,445","138,079",0.01
2010,42,Shorts International,1,"$1,018,169","129,045",0.01
2010,43,Seville,1,"$1,011,919","128,253",0.01
2010,44,Newmarket Films,2,"$960,746","121,767",0.01
2010,45,Five & Two Pictures,2,"$955,000","121,038",0.01
2010,46,Kino International,7,"$939,192","119,032",0.01
2010,47,Lorber Films,11,"$847,603","107,422",0.01
2010,48,Hannover House,2,"$798,948","101,260",0.01
2010,49,Reliance Big Pictures,2,"$745,459","94,480",0.01
2010,50,GKIDS,2,"$705,913","89,469",0.01
2010,51,Indican Pictures,10,"$611,365","77,481",0.01
2010,52,Rocky Mountain Pictures,2,"$560,506","71,039",0.01
2010,53,Gener8xion Entertainment,1,"$514,522","65,211",0.00
2010,54,Strand,16,"$510,720","64,723",0.00
2010,55,CanZion Films,1,"$493,470","62,543",0.00
2010,56,Hyde Park Films,1,"$493,296","62,521",0.00
2010,57,Cinedigm,1,"$485,913","61,585",0.00
2010,58,NeoClassics Films,2,"$463,290","58,718",0.00
2010,59,3D Entertainment,1,"$458,309","58,087",0.00
2010,60,Variance Films,8,"$425,426","53,915",0.00
2010,61,Cinema Guild,7,"$415,755","52,690",0.00
2010,62,Arthouse Films,3,"$386,261","48,954",0.00
2010,63,Paladin,6,"$376,699","47,740",0.00
2010,64,Self Distributed,4,"$365,557","46,329",0.00
2010,65,Films Around the World,1,"$358,477","45,434",0.00
2010,66,Argot Pictures,3,"$307,098","38,921",0.00
2010,67,First Independent Pictures,2,"$306,730","38,875",0.00
2010,68,Westchester Films,1,"$297,351","37,687",0.00
2010,69,Janus Films,6,"$295,453","37,444",0.00
2010,70,First Look,1,"$269,021","34,096",0.00
2010,71,Abramorama Films,1,"$246,078","31,188",0.00
2010,72,Drafthouse Films,1,"$242,136","30,688",0.00
2010,73,Magnet Pictures,1,"$237,301","30,076",0.00
2010,74,New Films Cinema,2,"$236,442","29,966",0.00
2010,75,Cinema Libre,3,"$216,374","27,423",0.00
2010,76,International Film Circuit,4,"$214,275","27,155",0.00
2010,77,7-57 Releasing,1,"$210,625","26,695",0.00
2010,78,Zipporah,2,"$186,373","23,620",0.00
2010,79,Monterey Media,5,"$186,219","23,599",0.00
2010,80,China Lion Film Distribution,1,"$182,517","23,132",0.00
2010,81,Studio 18,1,"$165,873","21,023",0.00
2010,82,New Yorker,2,"$151,645","19,219",0.00
2010,83,Area 23a,2,"$122,910","15,577",0.00
2010,84,Rainbow Releasing,2,"$122,392","15,511",0.00
2010,85,The Film Desk,6,"$116,237","14,728",0.00
2010,86,CFI,1,"$110,594","14,016",0.00
2010,87,Four of a Kind Productions,1,"$106,524","13,501",0.00
2010,88,Balcony Releasing,2,"$106,436","13,489",0.00
2010,89,Elephant Eye Films,2,"$104,284","13,216",0.00
2010,90,IndieVest Pictures,1,"$102,645","13,009",0.00
2010,91,Red Flag Releasing,1,"$100,280","12,709",0.00
2010,92,Film Movement,8,"$95,575","12,110",0.00
2010,93,Vitagraph Films,2,"$95,024","12,043",0.00
2010,94,Nocturnal Features,2,"$92,560","11,730",0.00
2010,95,Mangusta Productions,2,"$80,571","10,211",0.00
2010,96,Telepathic Studios,1,"$70,066","8,880",0.00
2010,97,Bev Pictures,1,"$69,047","8,751",0.00
2010,98,GR Films,1,"$64,761","8,207",0.00
2010,99,The Film Collaborative ,1,"$64,158","8,131",0.00
2010,100,Walking Shadows,1,"$54,645","6,925",0.00
2010,101,Eleven Arts,1,"$54,473","6,904",0.00
2010,102,Shadow,4,"$53,385","6,764",0.00
2010,103,Regent Releasing,14,"$43,819","5,547",0.00
2010,104,Collective Eye,1,"$41,895","5,309",0.00
2010,105,United Artists,1,"$40,249","5,101",0.00
2010,106,Image Entertainment,1,"$39,033","4,947",0.00
2010,107,Morning Star Pictures,1,"$31,858","4,037",0.00
2010,108,Icarus Films,1,"$31,052","3,935",0.00
2010,109,GasLand Productions,1,"$30,846","3,909",0.00
2010,110,Phase 4 Films,2,"$30,178","3,823",0.00
2010,111,Truly Indie,1,"$29,866","3,785",0.00
2010,112,Artigo Ajemian Films,1,"$28,336","3,591",0.00
2010,113,New American Vision,1,"$25,846","3,275",0.00
2010,114,Olive Films,4,"$23,605","2,989",0.00
2010,115,Cabin Films,1,"$22,539","2,856",0.00
2010,116,Alive Mind,1,"$20,956","2,656",0.00
2010,117,People Pictures,1,"$19,137","2,425",0.00
2010,118,New World,1,"$18,675","2,366",0.00
2010,119,The World According to Shorts,1,"$15,651","1,983",0.00
2010,120,Typecast Releasing,1,"$15,451","1,958",0.00
2010,121,MPI Media Group,1,"$15,389","1,950",0.00
2010,122,Cinema Purgatorio,3,"$12,530","1,586",0.00
2010,123,Embrem Entertainment,1,"$11,863","1,503",0.00
2010,124,The Little Film Company/Dada Films,1,"$11,711","1,484",0.00
2010,125,Waterdog Films,1,"$11,574","1,466",0.00
2010,126,The Kids Are Alright Productions/Variance Films,1,"$11,183","1,417",0.00
2010,127,All Rise Films,1,"$10,942","1,386",0.00
2010,128,Pallisades Tartan,1,"$9,408","1,192",0.00
2010,129,Real Bean Entertainment,1,"$7,137",904,0.00
2010,130,Brink Film,1,"$6,607",837,0.00
2010,131,TLA Releasing,1,"$5,980",757,0.00
2010,132,Winter Star Entertainment,1,"$5,673",719,0.00
2010,133,Rockstone Releasing,1,"$3,394",430,0.00
2010,134,Reel Diva Consultants,1,"$2,240",283,0.00
2010,135,Alchemy,1,"$2,093",265,0.00
2010,136,Seventh Art Releasing,1,"$1,909",241,0.00
2010,137,CAVU Releasing,1,"$1,780",225,0.00
2010,138,ArtMattan Productions,1,$245,31,0.00
2010,139,Driving With Our Eyes Shut,1,$112,14,0.00
2011,1,Paramount Pictures,23,"$1,966,886,567","248,031,092",19.33
2011,2,Warner Bros.,34,"$1,829,445,272","230,699,278",17.98
2011,3,Sony Pictures,29,"$1,270,723,280","160,242,517",12.49
2011,4,Walt Disney,18,"$1,225,147,880","154,495,310",12.04
2011,5,Universal,18,"$1,025,035,016","129,260,406",10.08
2011,6,20th Century Fox,19,"$982,812,355","123,935,984",9.66
2011,7,Summit Entertainment,10,"$413,522,970","52,146,650",4.06
2011,8,Relativity,9,"$228,217,282","28,778,971",2.24
2011,9,Weinstein Co.,14,"$214,898,591","27,099,436",2.11
2011,10,Lionsgate,15,"$183,873,200","23,187,029",1.81
2011,11,Fox Searchlight,13,"$147,300,020","18,575,032",1.45
2011,12,Focus Features,9,"$127,197,590","16,040,044",1.25
2011,13,FilmDistrict,5,"$126,047,836","15,895,058",1.24
2011,14,Sony Pictures Classics,25,"$98,011,609","12,359,584",0.96
2011,15,Weinstein/Dimension,2,"$76,717,304","9,674,313",0.75
2011,16,CBS Films,3,"$57,370,219","7,234,579",0.56
2011,17,Roadside Attractions,14,"$27,842,431","3,511,019",0.27
2011,18,Open Road,1,"$25,124,986","3,168,346",0.25
2011,19,IFC Films,44,"$17,354,159","2,188,415",0.17
2011,20,Eros Entertainment,11,"$10,949,129","1,380,716",0.11
2011,21,Codeblack Entertainment,1,"$7,706,436","971,807",0.08
2011,22,Samuel Goldwyn Films,11,"$7,232,406","912,025",0.07
2011,23,Magnolia Pictures,21,"$6,802,884","857,857",0.07
2011,24,Alliance Films,4,"$6,582,945","830,130",0.06
2011,25,Reliance Big Pictures,5,"$6,554,416","826,532",0.06
2011,26,Music Box Films,17,"$5,629,983","709,953",0.06
2011,27,Rocky Mountain Pictures,2,"$5,160,512","650,757",0.05
2011,28,3D Entertainment,1,"$4,465,060","563,059",0.04
2011,29,Visio Entertainment,1,"$4,367,448","550,750",0.04
2011,30,Producers Distribution Agency,1,"$4,170,058","525,858",0.04
2011,31,Entertainment One,4,"$3,800,720","479,282",0.04
2011,32,UTV Communications,9,"$3,386,425","427,034",0.03
2011,33,Newmarket Films,1,"$2,719,296","342,912",0.03
2011,34,Seville,2,"$2,677,934","337,695",0.03
2011,35,IMAX Films,3,"$2,523,115","318,171",0.02
2011,36,National Geographic Entertainment,8,"$2,369,522","298,800",0.02
2011,37,New Line,3,"$2,351,767","296,567",0.02
2011,38,Zeitgeist,6,"$2,253,186","284,132",0.02
2011,39,NCM Fathom,1,"$2,119,994","267,338",0.02
2011,40,Quaker Media,1,"$1,891,936","238,579",0.02
2011,41,Paladin,5,"$1,739,188","219,315",0.02
2011,42,Anchor Bay Entertainment,9,"$1,616,345","203,822",0.02
2011,43,Freestyle Releasing,7,"$1,551,841","195,688",0.02
2011,44,International Film Circuit,6,"$1,504,765","189,752",0.01
2011,45,Oscilloscope Pictures,9,"$1,355,602","170,941",0.01
2011,46,Shorts International,1,"$1,352,152","170,510",0.01
2011,47,Strand,15,"$1,237,677","156,067",0.01
2011,48,Omin/Freestyle,1,"$1,186,538","149,626",0.01
2011,49,Viva Entertainment,4,"$1,162,135","146,547",0.01
2011,50,Variance Films,16,"$1,112,325","140,261",0.01
2011,51,Smodshow Productions,1,"$1,065,429","134,354",0.01
2011,52,First Run Features,17,"$1,046,065","131,903",0.01
2011,53,Magnet Pictures,7,"$767,035","96,722",0.01
2011,54,NeoClassics Films,1,"$755,668","95,292",0.01
2011,55,China Lion Film Distribution,9,"$720,240","90,820",0.01
2011,56,Kino International,6,"$661,450","83,408",0.01
2011,57,ATO Pictures,1,"$655,802","82,698",0.01
2011,58,Tachyon,1,"$644,010","81,211",0.01
2011,59,Indomina Releasing,3,"$575,628","72,588",0.01
2011,60,Vitagraph Films,1,"$558,132","70,382",0.01
2011,61,Abramorama Films,2,"$526,187","66,353",0.01
2011,62,The Bubble Factory,1,"$508,714","64,150",0.01
2011,63,Nocturnal Features,4,"$506,765","63,903",0.00
2011,64,Yash Raj Films,1,"$496,172","62,568",0.00
2011,65,Arts Alliance America,1,"$471,334","59,436",0.00
2011,66,Janus Films,2,"$428,356","54,017",0.00
2011,67,Hannover House,3,"$423,849","53,447",0.00
2011,68,CanZion Films,1,"$422,032","53,219",0.00
2011,69,Wrekin Hill Entertainment,1,"$382,946","48,290",0.00
2011,70,Peace Film LLC,1,"$362,239","45,679",0.00
2011,71,Lorber Films,12,"$345,300","43,539",0.00
2011,72,Cinema Guild,6,"$341,250","43,030",0.00
2011,73,Self Distributed,5,"$331,542","41,807",0.00
2011,74,Kino Lorber,5,"$314,102","39,607",0.00
2011,75,Screen Media Films,4,"$307,365","38,758",0.00
2011,76,Alive Mind,4,"$285,794","36,038",0.00
2011,77,TriBeca Films,4,"$267,619","33,745",0.00
2011,78,Image Entertainment,4,"$263,114","33,178",0.00
2011,79,Submarine Deluxe,1,"$236,939","29,878",0.00
2011,80,Rialto Pictures,4,"$218,712","27,578",0.00
2011,81,Moriah Films,1,"$212,601","26,809",0.00
2011,82,Alchemy,3,"$203,903","25,711",0.00
2011,83,Collective Eye,1,"$203,100","25,611",0.00
2011,84,Eleven Arts,2,"$195,667","24,673",0.00
2011,85,KKM Enterprises,1,"$166,573","21,005",0.00
2011,86,Area 23a,1,"$150,886","19,027",0.00
2011,87,Motion Film Group,1,"$148,994","18,788",0.00
2011,88,Icarus Films,1,"$142,285","17,942",0.00
2011,89,Dada Films,2,"$137,042","17,280",0.00
2011,90,Rocket Releasing,2,"$134,259","16,929",0.00
2011,91,Cinema Purgatorio,4,"$128,167","16,160",0.00
2011,92,New Yorker,2,"$127,443","16,070",0.00
2011,93,Phase 4 Films,4,"$122,831","15,488",0.00
2011,94,The Film Desk,8,"$121,296","15,292",0.00
2011,95,Insurgent Media,1,"$116,037","14,632",0.00
2011,96,Film Movement,8,"$109,305","13,781",0.00
2011,97,Cinedigm,2,"$107,845","13,599",0.00
2011,98,Motion Pictures Film and Television,1,"$102,541","12,930",0.00
2011,99,Monterey Media,4,"$98,748","12,450",0.00
2011,100,Balcony Releasing,2,"$95,880","12,090",0.00
2011,101,Full Moon Features,1,"$91,260","11,508",0.00
2011,102,Truly Indie,3,"$85,641","10,799",0.00
2011,103,Arthouse Films,1,"$85,262","10,751",0.00
2011,104,GKIDS,2,"$79,534","10,028",0.00
2011,105,ARC Entertainment,2,"$68,647","8,655",0.00
2011,106,Drafthouse Films,1,"$67,871","8,558",0.00
2011,107,Rainbow Releasing,1,"$61,908","7,806",0.00
2011,108,Alliance Vivafilm,1,"$61,337","7,734",0.00
2011,109,Life Sentence Films/m Tuckman Media,1,"$60,291","7,602",0.00
2011,110,Argot Pictures,3,"$55,932","7,052",0.00
2011,111,Kristin Marie Productions,1,"$53,256","6,715",0.00
2011,112,Indican Pictures,5,"$53,204","6,705",0.00
2011,113,Long Shot Factory,1,"$51,742","6,524",0.00
2011,114,Five & Two Pictures,1,"$47,362","5,972",0.00
2011,115,Faulkner-McLean Entertainment,1,"$47,305","5,965",0.00
2011,116,Miramax,1,"$46,310","5,839",0.00
2011,117,The Film Collaborative ,1,"$44,462","5,606",0.00
2011,118,B.D. Fox Independent,1,"$41,914","5,285",0.00
2011,119,CJ Entertainment,1,"$40,685","5,130",0.00
2011,120,Shotown Pictures,1,"$40,508","5,108",0.00
2011,121,108 Pics,1,"$38,261","4,824",0.00
2011,122,Mongrel Media,1,"$38,246","4,822",0.00
2011,123,Corinth Films ,2,"$37,777","4,763",0.00
2011,124,Skylight Pictures,1,"$36,738","4,632",0.00
2011,125,Docurama,1,"$34,637","4,367",0.00
2011,126,Cohen Media Group,1,"$28,850","3,638",0.00
2011,127,Monica Beach Media,1,"$27,000","3,404",0.00
2011,128,The World According to Shorts,1,"$22,731","2,866",0.00
2011,129,Film Forum,1,"$20,654","2,605",0.00
2011,130,America Saga Releasing,1,"$20,300","2,559",0.00
2011,131,Olive Films,1,"$19,631","2,475",0.00
2011,132,Rooftop Films,1,"$17,981","2,267",0.00
2011,133,Check Entertainment Distribution,1,"$17,107","2,157",0.00
2011,134,Westchester Films,1,"$16,284","2,053",0.00
2011,135,Maya Releasing,1,"$13,826","1,743",0.00
2011,136,FilmDemic,1,"$12,620","1,591",0.00
2011,137,Fisher-Klingenstein Films,1,"$12,139","1,530",0.00
2011,138,Kino Classics,1,"$10,600","1,336",0.00
2011,139,CAVU Releasing,1,"$9,217","1,162",0.00
2011,140,Zipporah,1,"$6,898",869,0.00
2011,141,Cinema Libre,2,"$5,517",694,0.00
2011,142,Hiltz Squared,1,"$5,303",668,0.00
2011,143,ArtMattan Productions,1,"$4,726",595,0.00
2011,144,IFC Midnight,1,"$4,373",551,0.00
2011,145,Humble Pie Films,1,"$4,227",533,0.00
2011,146,The Nobility Project,1,"$4,000",504,0.00
2011,147,Plastic Age Productions,1,"$3,632",458,0.00
2011,148,MGM,1,"$3,244",409,0.00
2011,149,Midwest Movies,1,"$3,140",395,0.00
2011,150,Afterlight Pictures,1,"$2,761",348,0.00
2011,151,Eammon Films ,1,"$2,300",290,0.00
2011,152,Driving With Our Eyes Shut,1,"$1,938",244,0.00
2011,153,New World,1,"$1,650",208,0.00
2011,154,Embrem Entertainment,1,"$1,441",181,0.00
2012,1,Sony Pictures,26,"$1,796,852,200","225,735,189",16.35
2012,2,Warner Bros.,29,"$1,679,495,537","210,991,887",15.28
2012,3,Walt Disney,18,"$1,566,749,202","196,827,779",14.25
2012,4,Universal,17,"$1,368,500,098","171,922,114",12.45
2012,5,Lionsgate,25,"$1,267,018,113","159,173,116",11.53
2012,6,20th Century Fox,19,"$1,030,117,301","129,411,713",9.37
2012,7,Paramount Pictures,22,"$919,099,720","115,464,777",8.36
2012,8,Weinstein Co.,21,"$304,362,650","38,236,505",2.77
2012,9,Relativity,6,"$202,357,616","25,421,808",1.84
2012,10,Open Road,7,"$194,695,120","24,459,182",1.77
2012,11,Focus Features,10,"$150,407,440","18,895,401",1.37
2012,12,Fox Searchlight,10,"$116,367,721","14,619,056",1.06
2012,13,CBS Films,4,"$89,893,717","11,293,179",0.82
2012,14,Sony Pictures Classics,23,"$56,176,628","7,057,353",0.51
2012,15,Rocky Mountain Pictures,6,"$36,889,637","4,634,374",0.34
2012,16,Roadside Attractions,12,"$19,654,354","2,469,133",0.18
2012,17,FilmDistrict,4,"$17,344,931","2,179,010",0.16
2012,18,Summit Entertainment,2,"$14,061,926","1,766,573",0.13
2012,19,IFC Films,36,"$13,391,316","1,682,311",0.12
2012,20,Eros Entertainment,11,"$12,139,582","1,525,067",0.11
2012,21,Magnolia Pictures,25,"$11,813,717","1,484,124",0.11
2012,22,Alchemy,10,"$11,298,875","1,419,451",0.10
2012,23,ARC Entertainment,4,"$9,196,781","1,155,373",0.08
2012,24,LD Distribution,2,"$8,102,399","1,017,888",0.07
2012,25,UTV Communications,14,"$6,442,682","809,374",0.06
2012,26,Yash Raj Films,3,"$5,447,931","684,412",0.05
2012,27,Five & Two Pictures,1,"$5,355,847","672,845",0.05
2012,28,Oscilloscope Pictures,9,"$5,141,122","645,865",0.05
2012,29,National Geographic Entertainment,2,"$4,788,959","601,627",0.04
2012,30,Paramount Vantage,2,"$4,686,312","588,732",0.04
2012,31,Magnet Pictures,10,"$4,658,505","585,236",0.04
2012,32,Samuel Goldwyn Films,7,"$4,505,451","566,008",0.04
2012,33,Music Box Films,17,"$3,674,954","461,669",0.03
2012,34,Atlas Distribution,1,"$3,336,053","419,102",0.03
2012,35,Reliance Big Pictures,2,"$3,206,429","402,816",0.03
2012,36,3D Entertainment,2,"$2,941,509","369,536",0.03
2012,37,NCM Fathom,1,"$2,800,000","351,758",0.03
2012,38,Cohen Media Group,5,"$2,775,262","348,648",0.03
2012,39,Alliance Films,1,"$2,462,588","309,370",0.02
2012,40,Entertainment One,8,"$2,381,404","299,167",0.02
2012,41,IMAX Films,3,"$2,124,838","266,938",0.02
2012,42,Indomina Releasing,4,"$1,921,554","241,399",0.02
2012,43,Branded Entertainment,1,"$1,832,541","230,218",0.02
2012,44,Shorts International,1,"$1,702,415","213,871",0.02
2012,45,Kino Lorber,25,"$1,582,565","198,801",0.01
2012,46,Codeblack Entertainment,1,"$1,301,562","163,512",0.01
2012,47,ATO Pictures,4,"$1,264,712","158,881",0.01
2012,48,Fox International,1,"$1,257,892","158,026",0.01
2012,49,CJ Entertainment,2,"$1,243,116","156,169",0.01
2012,50,Kenn Viselman Presents,1,"$1,065,907","133,907",0.01
2012,51,Anchor Bay Entertainment,8,"$1,015,504","127,572",0.01
2012,52,Paladin,6,"$951,220","119,497",0.01
2012,53,Page 124 Productions,1,"$768,518","96,547",0.01
2012,54,Nocturnal Features,5,"$763,273","95,886",0.01
2012,55,Veracity Moving Pictures,1,"$741,381","93,138",0.01
2012,56,Zeitgeist,7,"$666,127","83,682",0.01
2012,57,Well Go USA,4,"$645,923","81,144",0.01
2012,58,GKIDS,3,"$489,795","61,531",0.00
2012,59,Mongrel Media,12,"$481,802","60,520",0.00
2012,60,MPI Media Group,3,"$481,095","60,437",0.00
2012,61,Producers Distribution Agency,2,"$459,256","57,694",0.00
2012,62,First Run Features,26,"$454,855","57,131",0.00
2012,63,Variance Films,7,"$422,591","53,085",0.00
2012,64,"Callbox, LLC",1,"$416,151","52,280",0.00
2012,65,Wrekin Hill Entertainment,3,"$382,054","47,994",0.00
2012,66,Loki Films,1,"$377,219","47,389",0.00
2012,67,Strand,15,"$345,701","43,423",0.00
2012,68,TriBeca Films,12,"$340,905","42,822",0.00
2012,69,Variance/40 Acres & a Mule Filmworks,1,"$338,803","42,563",0.00
2012,70,International Film Circuit,4,"$336,643","42,290",0.00
2012,71,Janus Films,3,"$303,681","38,150",0.00
2012,72,Film Arcade,2,"$284,218","35,704",0.00
2012,73,Long Shot Factory,4,"$256,079","32,168",0.00
2012,74,China Lion Film Distribution,2,"$246,175","30,925",0.00
2012,75,AFFRM,1,"$236,806","29,749",0.00
2012,76,Slater Brothers Entertainment,1,"$234,830","29,501",0.00
2012,77,Abramorama Films,3,"$227,899","28,628",0.00
2012,78,Drafthouse Films,3,"$220,074","27,646",0.00
2012,79,Brainstorm Media,3,"$199,356","25,042",0.00
2012,80,Freestyle Releasing,4,"$187,355","23,536",0.00
2012,81,Eleven Arts,1,"$178,000","22,361",0.00
2012,82,PMKBNC,3,"$171,608","21,558",0.00
2012,83,New Yorker,2,"$157,537","19,790",0.00
2012,84,Dada Films,5,"$156,135","19,611",0.00
2012,85,Zipporah,1,"$154,691","19,433",0.00
2012,86,Indican Pictures,11,"$147,089","18,474",0.00
2012,87,Rialto Pictures,5,"$140,241","17,616",0.00
2012,88,Alive Mind,6,"$108,100","13,577",0.00
2012,89,Landmark Theaters,1,"$105,710","13,280",0.00
2012,90,Screen Media Films,1,"$94,621","11,887",0.00
2012,91,Sycamore Entertainment Group Inc. ,1,"$83,566","10,498",0.00
2012,92,Cinedigm,3,"$78,236","9,827",0.00
2012,93,The Film Desk,8,"$73,422","9,220",0.00
2012,94,Hannover House,2,"$73,168","9,191",0.00
2012,95,Monterey Media,6,"$72,782","9,141",0.00
2012,96,Submarine Deluxe,1,"$66,852","8,398",0.00
2012,97,SnagFilms,2,"$62,421","7,840",0.00
2012,98,Pathe Contemporary Films,1,"$61,611","7,740",0.00
2012,99,Area 23a,2,"$61,379","7,710",0.00
2012,100,Tyscot Manhaddon,1,"$54,008","6,784",0.00
2012,101,Cinema Guild,2,"$48,646","6,110",0.00
2012,102,S2BN,1,"$47,718","5,994",0.00
2012,103,Flicker Alley,1,"$45,353","5,697",0.00
2012,104,Fisher-Klingenstein Films,1,"$43,583","5,475",0.00
2012,105,Red Flag Releasing,2,"$41,406","5,201",0.00
2012,106,Participant Media,1,"$40,846","5,131",0.00
2012,107,Palisades,1,"$37,706","4,736",0.00
2012,108,Rocket Releasing,1,"$34,112","4,285",0.00
2012,109,Metropole Films Distribution ,1,"$32,457","4,077",0.00
2012,110,Joule Films,1,"$30,655","3,851",0.00
2012,111,Koch Lorber Films,1,"$29,630","3,722",0.00
2012,112,Film Movement,2,"$29,501","3,705",0.00
2012,113,Image Entertainment,2,"$28,064","3,525",0.00
2012,114,Adopt Films,1,"$27,900","3,505",0.00
2012,115,Radius,2,"$26,038","3,270",0.00
2012,116,APD/Cinema Conservancy,2,"$20,521","2,577",0.00
2012,117,Pasidg Productions,1,"$19,532","2,453",0.00
2012,118,Embassy,1,"$18,574","2,333",0.00
2012,119,Film Forum,1,"$16,854","2,117",0.00
2012,120,The Film Collaborative ,1,"$14,062","1,766",0.00
2012,121,Secret Identity Productions,1,"$14,057","1,765",0.00
2012,122,Pillen's Farm Pictures,1,"$13,500","1,695",0.00
2012,123,7A Productions,1,"$13,093","1,644",0.00
2012,124,IFC Midnight,1,"$8,452","1,061",0.00
2012,125,Cinema Purgatorio,1,"$6,440",809,0.00
2012,126,Docurama,1,"$5,997",753,0.00
2012,127,Hiltz Squared,1,"$4,891",614,0.00
2012,128,Icarus Films,1,"$4,218",529,0.00
2012,129,Skylight Pictures,1,"$3,988",501,0.00
2012,130,Phase 4 Films,1,"$3,725",467,0.00
